,title,authors,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publisher_family
178,The Year of Magical Thinking,Joan Didion,3.89,140004314X,9781400043149,227,2656,336,2005-10-04,Knopf Publishing Group,Knopf
179,The White Album,Joan Didion,4.17,0374522219,9780374522216,222,11889,738,1990-10-01,Farrar Straus Giroux,Farrar Straus Giroux
180,A Book of Common Prayer,Joan Didion,3.8,0679754865,9780679754862,272,2962,255,1995-04-11,Vintage International,Vintage
181,Where I Was From,Joan Didion,3.86,0679752862,9780679752868,240,2842,292,2004-09-14,Vintage,Vintage
182,Slouching Towards Bethlehem,Joan Didion,4.21,0374521727,9780374521721,238,26934,1825,1990-10-01,Farrar Straus Giroux,Farrar Straus Giroux
183,Democracy,Joan Didion,3.81,0679754857,9780679754855,234,2070,169,1995-04-25,Vintage International,Vintage
184,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,0307264874,9780307264879,1122,1564,108,2006-10-17,Everyman's Library,Everyman's Library
185,Play It As It Lays,Joan Didion/David Thomson,3.87,0374529949,9780374529949,231,23656,1706,2005-11-15,Farrar  Straus and Giroux,"Farrar, Straus and Giroux"
186,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,0143039830,9780143039839,308,43200,1873,2006-03-28,Penguin Classics,Penguin
187,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,0140097317,9780140097313,203,12410,734,1987-04-07,Penguin Books,Penguin
188,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9780140097351,96,3672,195,1987-07-07,Penguin Books,Penguin
189,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,0940650762,9780940650763,179,2998,164,1986-11-01,Sun and Moon Press,Sun and Moon Press
190,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,0963188925,9780963188922,256,74,2,1995-01-01,Sky Books (NY),Sky Books
191,The Brooklyn Follies,Paul Auster,3.84,0312426232,9780312426231,306,17977,1157,2006-10-17,Picador,Picador
192,Moon Palace,Paul Auster,3.94,0140115854,9780140115857,320,16099,503,1990-04-01,Penguin Books,Penguin
193,The Music of Chance,Paul Auster,3.9,0140154078,9780140154078,217,361,36,1991-12-01,Penguin Books,Penguin
194,Travels in the Scriptorium,Paul Auster,3.23,0805081453,9780805081459,145,6688,562,2007-01-23,Henry Holt & Company,Henry Holt
195,Leviathan,Paul Auster,3.96,0140178139,9780140178135,275,11744,443,1993-09-01,Penguin Books,Penguin
196,The Red Notebook: True Stories,Paul Auster,3.77,0811214982,9780811214988,104,2390,120,2002-06-17,New Directions,New Directions
197,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,0143036556,9780143036555,608,52522,2780,2005-12-27,Penguin Books Ltd. (London),Penguin
198,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,0446579785,9780446579780,211,213,26,2006-02-01,Business Plus,Business Plus
199,Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,9780521386739,262,719,86,1990-03-29,Cambridge University Press,Cambridge University Press
200,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,0743203046,9780743203043,544,4762,512,2001-08-07,Simon  Schuster,Simon & Schuster
201,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9780345438713,272,62,4,2002-01-29,Ballantine Books,Ballantine
202,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,0393318281,9780393318289,576,278,20,1998-09-17,W. W. Norton  Company,W. W. Norton
203,My Inventions,Nikola Tesla,4.01,1599869942,9781599869940,88,2862,262,2006-05-17,Filiquarian Publishing  LLC.,Filiquarian Publishing
204,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,0806519606,9780806519609,542,2829,334,2001-02-01,Citadel,Citadel
205,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,0822549204,9780822549208,144,105,5,1994-10-01,Lerner Publications,Lerner Publications
206,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,0932813860,9780932813862,100,102,2,2000-12-01,Adventures Unlimited Press,Adventures Unlimited Press
207,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,0373792689,9780373792689,249,478,12,2006-06-27,Harlequin Blaze,Harlequin
208,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,0974514055,9780974514055,828,1577,49,2004-10-11,Pragmatic Bookshelf,Pragmatic Bookshelf
209,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,0764585975,9780764585975,112,73,8,2000-06-13,Cliffs Notes,Cliffs Notes
210,Lord of the Flies,William Golding,3.68,0307281701,9780307281708,6,408,96,2005-10-11,Listening Library (Audio),Listening Library
211,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,0812969707,9780812969702,397,1693,100,2006-09-12,Random House,Random House
212,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,0060255080,9780060255084,216,1,0,1989-01-01,HarperCollins Publishers,HarperCollins
213,The Lovely Bones,Alice Sebold,3.81,0330485385,9780330485388,328,6485,966,2003-06-01,Picador,Picador
214,The Lovely Bones,Alice Sebold,3.81,159413023X,9781594130236,532,367,73,2004-04-01,Large Print Press,Large Print Press
215,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,0345360354,9780345360359,224,1371,43,1990-05-13,Ballantine Books,Ballantine
216,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,0321303474,785342303476,296,793,28,2005-02-17,Peachpit Press,Peachpit Press
217,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,0321430840,9780321430847,456,549,42,2006-08-01,Peachpit Press,Peachpit Press
218,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,0743264460,9780743264464,245,26381,1109,2006-06-13,Scribner,Scribner
219,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,0743236017,9780743236010,272,62089,3324,2004-07-02,Scribner,Scribner
220,Vice (V  #8),Jane Feather,3.51,0553572490,9780553572490,419,474,19,1996-05-02,Bantam,Bantam
221,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,0060589469,9780060589462,540,166046,6446,2006-04-25,HarperTorch,HarperTorch
222,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,0802789471,9780802789471,32,1773,274,2005-04-01,Walker & Company,Walker & Company
223,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,0688060692,9780688060695,408,286,10,1990-11-19,William Morrow Paperbacks,William Morrow
224,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9781859605158,222,40,2,2002-07-05,Haynes Manuals N. America  Inc.,Haynes Manuals
225,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,1592530877,9781592530878,191,27,0,2004-09-01,Rockport Publishers,Rockport Publishers
226,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,0451528808,9780451528803,304,7300,266,2003-04-01,Signet Classics,Signet
227,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,0192833987,9780192833983,1392,211671,6245,1998-06-25,Oxford University Press,Oxford University Press
228,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,0486451380,9780486451381,352,2403,210,2006-09-08,Dover Publications,Dover Publications
229,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,0452011876,9780452011878,1168,322483,14702,1999-08-01,Plume,Plume
230,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,0451163087,9780451163080,224,2750,108,1963-12-01,Signet Book,Signet
231,The Fountainhead,Ayn Rand,3.87,0452286751,9780452286757,752,1886,229,2005-04-26,Dutton,Dutton
232,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,0451163931,9780451163936,176,11462,467,1964-11-01,Signet,Signet
233,Anthem,Ayn Rand,3.63,0452281253,9780452281257,105,110952,7277,1999-12-01,NAL,NAL
234,We the Living,Ayn Rand/Leonard Peikoff,3.91,0451187849,9780451187840,464,23199,1086,1996-01-01,Signet,Signet
235,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,0451147952,9780451147950,340,3501,153,1986-07-15,Signet,Signet
236,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,0452274044,9780452274044,681,18,2,1997-02-01,NAL,NAL
237,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,0471791431,9780471791430,416,150,7,2006-06-01,For Dummies,For Dummies
238,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,0553803816,9780553803815,368,646,83,2006-07-25,Delacorte Press,Delacorte Press
239,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,0375755195,9780375755194,192,12180,630,2002-09-17,Random House Trade Paperbacks,Random House
240,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,9781592283194,286,51,5,2004-04-01,Lyons Press,Lyons Press
241,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,0975599518,9780975599518,571,1601,284,2004-01-01,Alliance Publishing,Alliance Publishing
242,The Natural,Bernard Malamud/Kevin Baker,3.63,0374502005,9780374502003,231,8854,672,2003-07-07,Farrar Straus Giroux,Farrar Straus Giroux
243,Digging to America,Anne Tyler,3.55,0307263940,9780307263940,277,17155,1841,2006-05-02,Alfred A. Knopf,Knopf
244,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,0312405545,9780312405540,826,44,3,2004-01-21,Bedford Books,Bedford
245,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,9780195170139,528,234,11,2004-10-07,Oxford University Press  USA,Oxford University Press
246,The Plot Against America,Philip Roth,3.77,1400079497,9781400079490,391,33321,2925,2005-09-27,Vintage International,Vintage
247,Naked Pictures of Famous People,Jon   Stewart,3.59,0688171621,9780688171629,164,8703,417,1999-09-22,Dey Street Books,Dey Street Books
248,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,0060932686,9780060932688,352,6375,179,2008-05-13,Harper Perennial Modern Classics,Harper Perennial
249,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9781400034543,533,397,47,2004-10-12,Vintage,Vintage
250,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,0375708111,9780375708114,425,32569,1058,2004-09-02,Vintage Books USA,Vintage
251,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,9780861714926,288,37,6,2005-05-15,Wisdom Publications,Wisdom Publications
252,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,184353584X,9781843535843,363,1,0,2006-04-01,Rough Guides,Rough Guides
253,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,9781740594776,128,11,0,2004-09-01,Lonely Planet,Lonely Planet
254,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0.0,1740592050,9781740592055,295,0,0,2001-09-01,Lonely Planet,Lonely Planet
255,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,0618710531,9780618710539,287,6870,237,2006-04-04,Mariner Books,Mariner Books
256,Cryptonomicon,Neal Stephenson,4.25,0060512806,9780060512804,1139,83184,4249,2002-11-01,Avon,Avon
257,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,0060733357,9780060733353,815,19320,565,2005-06-14,William Morrow Paperbacks,William Morrow
258,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,0060593083,9780060593087,927,30872,1735,2004-09-21,HarperCollins Perennial,HarperCollins
259,The Cobweb,Neal Stephenson/J. Frederick George,3.61,0553383442,9780553383447,448,2465,137,2005-05-31,Spectra Books,Spectra
260,The Big U,Neal Stephenson,3.25,0380816032,9780380816033,308,4657,223,2001-02-06,William Morrow Paperbacks,William Morrow
261,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,0553380966,9780553380965,499,71042,2767,2000-05-02,Spectra,Spectra
262,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,0553383434,9780553383430,640,4731,270,2005-05-31,Spectra,Spectra
263,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,0060833181,9780060833183,464,1567,65,2006-03-28,HarperTorch,HarperTorch
264,Snow Crash,Neal Stephenson/Guy Abadia,4.03,0553380958,9780553380958,438,188100,6612,2000-08-02,Bantam Books,Bantam
265,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,1880685353,9781880685358,450,1474,30,2005-06-01,Two Plus Two Publishing LLC,Two Plus Two Publishing
266,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,1880685337,9781880685334,381,1929,72,2004-12-01,Two Plus Two Publishing LLC,Two Plus Two Publishing
267,The Design of Everyday Things,Donald A. Norman,4.17,0465067107,9780465067107,240,18602,1379,2002-09-19,Basic Books,Basic Books
268,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,0465051367,9780465051366,272,3702,149,2005-05-11,Basic Books,Basic Books
269,The Psychology of Everyday Things,Donald A. Norman,4.17,0465067093,9780465067091,257,265,31,1988-06-13,Basic Books,Basic Books
270,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,0898709199,9780898709193,259,51,7,2006-04-30,Ignatius Press,Ignatius Press
271,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,0060887966,9780060887964,192,920,76,2006-05-02,HarperOne,HarperOne
272,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,0061122416,9780061122415,197,1631221,55843,1993-05-01,HarperCollins,HarperCollins
273,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,142150460X,9781421504605,192,9013,153,2006-09-19,VIZ Media LLC,VIZ Media
274,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,9781591169253,192,16666,299,2005-09-13,VIZ Media LLC,VIZ Media
275,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,1421504596,9781421504599,192,11451,161,2006-07-18,VIZ Media LLC,VIZ Media
276,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,1591169208,9781591169208,192,111091,1427,2005-05-03,VIZ Media LLC,VIZ Media
277,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,1591169291,9781591169291,200,10752,294,2005-11-08,VIZ Media LLC,VIZ Media
278,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,006019250X,9780060192501,198,251,32,1998-11-01,HarperCollins Publishers,HarperCollins
279,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,9781591169239,192,14923,419,2005-07-05,VIZ Media LLC,VIZ Media
280,Pompeii,Robert   Harris,3.82,0812974611,9780812974614,274,26922,1726,2005-11-08,Random House Trade Paperbacks,Random House
281,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,158715739X,9781587157394,360,1156,68,2002-12-03,Borgo Press,Borgo Press
282,Of Mice and Men,John Steinbeck,3.87,0142000671,9780142000670,103,1755253,25554,2002-01-08,Penguin Books,Penguin
283,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,0060554738,9780060554736,464,20529,1592,2005-09-06,It Books,It Books
284,The Westing Game,Ellen Raskin,4.02,014240120X,9780142401200,182,142121,8782,2004-04-12,Puffin,Puffin
285,The Egypt Game,Zilpha Keatley Snyder,3.83,0808553038,9780808553038,215,30231,1130,2009-07-07,Turtleback Books,Turtleback
286,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,9781400096893,503,280309,3703,2005-11-22,Vintage Books USA,Vintage
287,Memoirs of a Geisha,Arthur Golden,4.11,0739326228,9780739326220,434,1301083,19296,2005-11-15,Random House Large Print Publishing,Random House
288,Memoirs of a Geisha,Arthur Golden,4.11,0099498189,9780099498186,497,2122,256,2005-12-01,Vintage,Vintage
289,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,1557046832,9781557046833,144,145,8,2005-10-20,Newmarket Press,Newmarket Press
290,Memoirs of a Geisha,Arthur Golden,4.11,0099771519,9780099771517,497,4189,462,1998-06-04,Vintage,Vintage
291,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,074343059X,9780743430593,334,1556,158,2003-05-06,Pocket Books,Pocket Books
292,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,1932664394,9781932664393,58,9,2,2006-02-01,Oni Press,Oni Press
293,Jungle Love,Margaret Johnson/Philip Prowse,3.41,0521750849,9780521750844,95,59,7,2002-08-01,Cambridge University Press,Cambridge University Press
294,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,0802415318,9780802415318,0,22,4,2005-01-01,Moody Publishers,Moody Publishers
295,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797,9781416524793,736,2418736,21303,2006-04-01,Pocket Books,Pocket Books
296,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,0307277674,9780307277671,489,1679706,35877,2006-03-28,Anchor,Anchor
297,The Da Vinci Code,Dan Brown,3.84,076792603X,9780767926034,467,1120,105,2006-03-28,Broadway Books,Broadway Books
298,Deception Point,Dan Brown,3.71,1416524800,9781416524809,736,4919,410,2006-04-01,Pocket Books,Pocket Books
299,Deception Point,Dan Brown,3.71,0552151769,9780552151764,585,3353,183,2004-05-01,Corgi Books,Corgi
300,Deception Point,Dan Brown,3.71,0593055071,9780593055076,448,61,4,2005-08-01,Bantam Press,Bantam
301,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,9780786016068,383,456,41,2005-02-01,Pinnacle,Pinnacle
302,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,0671015206,9780671015206,258,61760,2600,1998-10-01,Gallery Books,Gallery Books
303,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,9781585424337,320,88897,2334,2005-09-01,Tarcherperigee,TarcherPerigee
304,Think and Grow Rich,Napoleon Hill,4.18,1932429239,9781932429237,368,48,9,2004-08-07,High Roads Media,High Roads Media
305,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,0977616657,9780977616657,256,173,14,2006-06-07,Pragmatic Bookshelf,Pragmatic Bookshelf
